code,file,canvas_w,canvas_h,bbox_w,bbox_h,x,y,off_x_frac,off_y_frac,off_max_frac,kind,note
iphone-15-blue-select-202309_AV3,iphone-15-blue-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-green-select-202309_AV3,iphone-15-green-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-yellow-select-202309_AV3,iphone-15-yellow-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-pink-select-202309_AV3,iphone-15-pink-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-plus-black-select-202309_AV3,iphone-15-plus-black-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-plus-blue-select-202309_AV3,iphone-15-plus-blue-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-plus-green-select-202309_AV3,iphone-15-plus-green-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-plus-yellow-select-202309_AV3,iphone-15-plus-yellow-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-plus-pink-select-202309_AV3,iphone-15-plus-pink-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-15-pro-max-blacktitanium-select,iphone-15-pro-max-blacktitanium-select.png,4608,4608,2679,3346,963,630,-0.0003,-0.0002,0.0003,alpha,
iphone-15-pro-max-whitetitanium-select,iphone-15-pro-max-whitetitanium-select.png,4608,4608,2679,3346,963,630,-0.0003,-0.0002,0.0003,alpha,
iphone-15-pro-max-bluetitanium-select,iphone-15-pro-max-bluetitanium-select.png,4608,4608,2679,3346,963,630,-0.0003,-0.0002,0.0003,alpha,
iphone-15-pro-max-naturaltitanium-select,iphone-15-pro-max-naturaltitanium-select.png,4608,4608,2679,3346,963,630,-0.0003,-0.0002,0.0003,alpha,
iphone-16-black-select-202409_AV3,iphone-16-black-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-white-select-202409_AV3,iphone-16-white-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-pink-select-202409_AV3,iphone-16-pink-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-teal-select-202409_AV3,iphone-16-teal-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-ultramarine-select-202409_AV3,iphone-16-ultramarine-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-plus-black-select-202409_AV3,iphone-16-plus-black-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-plus-white-select-202409_AV3,iphone-16-plus-white-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-plus-pink-select-202409_AV3,iphone-16-plus-pink-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-plus-teal-select-202409_AV3,iphone-16-plus-teal-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-16-plus-ultramarine-select-202409_AV3,iphone-16-plus-ultramarine-select-202409_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-17-finish-select-black-202509_AV3,iphone-17-finish-select-black-202509_AV3.png,1511,1511,982,517,264,497,-0.0003,0.0,0.0003,alpha,
iphone-17-finish-select-lavender-202509_AV3,iphone-17-finish-select-lavender-202509_AV3.png,1511,1511,982,517,264,497,-0.0003,0.0,0.0003,alpha,
iphone-17-finish-select-mistblue-202509_AV3,iphone-17-finish-select-mistblue-202509_AV3.png,1511,1511,982,517,264,497,-0.0003,0.0,0.0003,alpha,
iphone-17-finish-select-sage-202509_AV3,iphone-17-finish-select-sage-202509_AV3.png,1511,1511,982,517,264,497,-0.0003,0.0,0.0003,alpha,
iphone-17-finish-select-white-202509_AV3,iphone-17-finish-select-white-202509_AV3.png,1511,1511,982,517,264,497,-0.0003,0.0,0.0003,alpha,
iphone-17-pro-finish-select-deepblue-202509_AV3,iphone-17-pro-finish-select-deepblue-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-17-pro-finish-select-cosmicorange-202509_AV3,iphone-17-pro-finish-select-cosmicorange-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-17-pro-finish-select-silver-202509_AV3,iphone-17-pro-finish-select-silver-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-17-pro-max-finish-select-deepblue-202509_AV3,iphone-17-pro-max-finish-select-deepblue-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-17-pro-max-finish-select-cosmicorange-202509_AV3,iphone-17-pro-max-finish-select-cosmicorange-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-17-pro-max-finish-select-silver-202509_AV3,iphone-17-pro-max-finish-select-silver-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-air-finish-select-spaceblack-202509_AV3,iphone-air-finish-select-spaceblack-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-air-finish-select-cloudwhite-202509_AV3,iphone-air-finish-select-cloudwhite-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-air-finish-select-lightgold-202509_AV3,iphone-air-finish-select-lightgold-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-air-finish-select-skyblue-202509_AV3,iphone-air-finish-select-skyblue-202509_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
ipad-air-select-gray-201410,ipad-air-select-gray-201410.png,1602,1602,898,1041,352,280,0.0,-0.0003,0.0003,alpha,
ipad-air-select-silver-201410,ipad-air-select-silver-201410.png,1602,1602,898,1041,352,280,0.0,-0.0003,0.0003,alpha,
ipad-air-select-gold-201410,ipad-air-select-gold-201410.png,1602,1602,898,1041,352,280,0.0,-0.0003,0.0003,alpha,
ipad-mini3-step1-wifi-gray,ipad-mini3-step1-wifi-gray.png,1614,1614,868,1049,373,283,0.0,0.0003,0.0003,alpha,
ipad-mini3-step1-wifi-silver,ipad-mini3-step1-wifi-silver.png,1614,1614,868,1049,373,283,0.0,0.0003,0.0003,alpha,
ipad-mini3-step1-wifi-gold,ipad-mini3-step1-wifi-gold.png,1614,1614,868,1049,373,283,0.0,0.0003,0.0003,alpha,
ipad-pro-12-select-wifi-silver-201810,ipad-pro-12-select-wifi-silver-201810.png,1692,1692,971,1100,360,296,-0.0003,0.0,0.0003,alpha,
ipad-pro-12-select-wifi-spacegray-201810,ipad-pro-12-select-wifi-spacegray-201810.png,1692,1692,971,1100,360,296,-0.0003,0.0,0.0003,alpha,
ipad-pro-12-select-wifi-silver-202003,ipad-pro-12-select-wifi-silver-202003.png,1695,1695,1006,1102,344,296,-0.0003,-0.0003,0.0003,alpha,
ipad-pro-12-select-wifi-spacegray-202003,ipad-pro-12-select-wifi-spacegray-202003.png,1695,1695,1006,1102,344,296,-0.0003,-0.0003,0.0003,alpha,
MC318,MC318.png,3077,3077,941,2000,1068,538,0.0,-0.0002,0.0002,alpha,
ME502,ME502.png,2368,2368,1527,1539,420,415,-0.0002,0.0002,0.0002,alpha,
ME503,ME503.png,2368,2368,1527,1539,420,415,-0.0002,0.0002,0.0002,alpha,
ME505,ME505.png,2368,2368,1527,1539,420,415,-0.0002,0.0002,0.0002,alpha,
ME506,ME506.png,2368,2368,1527,1539,420,415,-0.0002,0.0002,0.0002,alpha,
ME507,ME507.png,2368,2368,1527,1539,420,415,-0.0002,0.0002,0.0002,alpha,
iphone-12-purple-select-2021_AV6,iphone-12-purple-select-2021_AV6.png,4608,4608,3994,3754,308,428,0.0002,0.0002,0.0002,alpha,
iphone-12-pro-max-blue-hero_AV6,iphone-12-pro-max-blue-hero_AV6.png,4608,4608,3998,3756,304,426,-0.0002,0.0,0.0002,alpha,
iphone-13-mini-midnight-select-2021_AV6,iphone-13-mini-midnight-select-2021_AV6.png,4608,4608,3998,3755,304,427,-0.0002,0.0001,0.0002,alpha,
iphone-13-blue-select-2021_AV6,iphone-13-blue-select-2021_AV6.png,4608,4608,3998,3754,305,428,0.0,0.0002,0.0002,alpha,
iphone-13-product-red-select-2021_AV6,iphone-13-product-red-select-2021_AV6.png,4608,4608,3998,3754,304,428,-0.0002,0.0002,0.0002,alpha,
iphone-13-pro-graphite-select_AV6,iphone-13-pro-graphite-select_AV6.png,4608,4608,3997,3754,306,428,0.0001,0.0002,0.0002,alpha,
iphone8-silver-select-2017_AV6,iphone8-silver-select-2017_AV6.png,4608,4608,3304,3999,652,305,0.0,0.0001,0.0001,alpha,
iphone8-plus-silver-select-2017_AV6,iphone8-plus-silver-select-2017_AV6.png,4608,4608,3304,3999,652,305,0.0,0.0001,0.0001,alpha,
iphone-xs-gold-select-2018_AV6,iphone-xs-gold-select-2018_AV6.png,4608,4608,3997,3594,306,507,0.0001,0.0,0.0001,alpha,
iphone-xs-silver-select-2018_AV6,iphone-xs-silver-select-2018_AV6.png,4608,4608,3997,3594,306,507,0.0001,0.0,0.0001,alpha,
iphone-xs-space-select-2018_AV6,iphone-xs-space-select-2018_AV6.png,4608,4608,3997,3594,306,507,0.0001,0.0,0.0001,alpha,
iphone-xs-max-gold-select-2018_AV6,iphone-xs-max-gold-select-2018_AV6.png,4608,4608,4000,3593,304,508,0.0,0.0001,0.0001,alpha,
iphone-xs-max-silver-select-2018_AV6,iphone-xs-max-silver-select-2018_AV6.png,4608,4608,4000,3593,304,508,0.0,0.0001,0.0001,alpha,
iphone-xs-max-space-select-2018_AV6,iphone-xs-max-space-select-2018_AV6.png,4608,4608,3999,3593,304,508,-0.0001,0.0001,0.0001,alpha,
iphone-12-mini-black-select-2020_AV6,iphone-12-mini-black-select-2020_AV6.png,4608,4608,3999,3756,305,426,0.0001,0.0,0.0001,alpha,
iphone-12-mini-white-select-2020_AV6,iphone-12-mini-white-select-2020_AV6.png,4608,4608,3999,3756,305,426,0.0001,0.0,0.0001,alpha,
iphone-12-mini-red-select-2020_AV6,iphone-12-mini-red-select-2020_AV6.png,4608,4608,3999,3756,305,426,0.0001,0.0,0.0001,alpha,
iphone-12-mini-blue-select-2020_AV6,iphone-12-mini-blue-select-2020_AV6.png,4608,4608,3999,3756,305,426,0.0001,0.0,0.0001,alpha,
iphone-12-pro-gold-hero_AV6,iphone-12-pro-gold-hero_AV6.png,4608,4608,3999,3756,304,426,-0.0001,0.0,0.0001,alpha,
iphone-12-pro-max-silver-hero_AV6,iphone-12-pro-max-silver-hero_AV6.png,4608,4608,4000,3755,304,427,0.0,0.0001,0.0001,alpha,
iphone-12-pro-max-graphite-hero_AV6,iphone-12-pro-max-graphite-hero_AV6.png,4608,4608,4000,3755,304,427,0.0,0.0001,0.0001,alpha,
iphone-12-pro-max-gold-hero_AV6,iphone-12-pro-max-gold-hero_AV6.png,4608,4608,4000,3755,304,427,0.0,0.0001,0.0001,alpha,
iphone-13-mini-blue-select-2021_AV6,iphone-13-mini-blue-select-2021_AV6.png,4608,4608,3996,3755,306,427,0.0,0.0001,0.0001,alpha,
iphone-13-pink-select-2021_AV6,iphone-13-pink-select-2021_AV6.png,4608,4608,3999,3755,304,427,-0.0001,0.0001,0.0001,alpha,
iphone-13-pro-max-graphite-select_AV6,iphone-13-pro-max-graphite-select_AV6.png,4608,4608,3997,3755,306,427,0.0001,0.0001,0.0001,alpha,
iphone-13-pro-max-gold-select_AV6,iphone-13-pro-max-gold-select_AV6.png,4608,4608,3997,3755,306,427,0.0001,0.0001,0.0001,alpha,
iphone-13-pro-max-silver-select_AV6,iphone-13-pro-max-silver-select_AV6.png,4608,4608,3996,3755,306,427,0.0,0.0001,0.0001,alpha,
iphone-13-pro-max-blue-select_AV6,iphone-13-pro-max-blue-select_AV6.png,4608,4608,3996,3755,306,427,0.0,0.0001,0.0001,alpha,
ipad-wifi-select-silver-201803,ipad-wifi-select-silver-201803.png,4608,4608,3448,3997,580,305,0.0,-0.0001,0.0001,alpha,
ipad-wifi-select-gold-201803,ipad-wifi-select-gold-201803.png,4608,4608,3448,3997,580,305,0.0,-0.0001,0.0001,alpha,
MA501,MA501.png,2000,2000,938,2000,531,0,0.0,0.0,0.0,white,
MA501_AV1,MA501_AV1.png,1000,1000,264,484,368,258,0.0,0.0,0.0,white,
MA501_AV8,MA501_AV8.png,2000,2000,1350,2000,325,0,0.0,0.0,0.0,white,
MB715,MB715.png,1000,1000,144,312,428,344,0.0,0.0,0.0,alpha,
MB716,MB716.png,1000,1000,144,312,428,344,0.0,0.0,0.0,alpha,
iphone6s-gray-select-2015_AV2,iphone6s-gray-select-2015_AV2.png,1000,1000,298,610,351,195,0.0,0.0,0.0,alpha,
iphone6s-silver-select-2015_AV2,iphone6s-silver-select-2015_AV2.png,1000,1000,298,610,351,195,0.0,0.0,0.0,alpha,
iphone6s-gold-select-2015_AV2,iphone6s-gold-select-2015_AV2.png,1000,1000,298,610,351,195,0.0,0.0,0.0,alpha,
iphone6s-rosegold-select-2015_AV2,iphone6s-rosegold-select-2015_AV2.png,1000,1000,298,610,351,195,0.0,0.0,0.0,alpha,
iphonese-gray-select-2016_AV3,iphonese-gray-select-2016_AV3.png,1652,1652,1074,566,289,543,0.0,0.0,0.0,alpha,
iphonese-gold-select-2016_AV3,iphonese-gold-select-2016_AV3.png,1652,1652,1074,566,289,543,0.0,0.0,0.0,alpha,
iphonese-rosegold-select-2016_AV3,iphonese-rosegold-select-2016_AV3.png,1652,1652,1074,566,289,543,0.0,0.0,0.0,alpha,
iphone7-black-select-2016_AV2,iphone7-black-select-2016_AV2.png,1000,1000,298,606,351,197,0.0,0.0,0.0,alpha,
iphone7-gold-select-2016_AV2,iphone7-gold-select-2016_AV2.png,1000,1000,298,606,351,197,0.0,0.0,0.0,alpha,
iphone7-rosegold-select-2016_AV2,iphone7-rosegold-select-2016_AV2.png,1000,1000,298,606,351,197,0.0,0.0,0.0,alpha,
iphone7-model-select-201703_AV2,iphone7-model-select-201703_AV2.png,1000,1000,298,606,351,197,0.0,0.0,0.0,alpha,
iphone7-plus-jetblack-select-2016_AV2,iphone7-plus-jetblack-select-2016_AV2.png,1074,1074,348,698,363,188,0.0,0.0,0.0,alpha,
iphone8-spgray-select-2017_AV2,iphone8-spgray-select-2017_AV2.png,1000,1000,284,578,358,211,0.0,0.0,0.0,alpha,
iphone8-spgray-select-2017_AV6,iphone8-spgray-select-2017_AV6.png,4608,4608,3304,4000,652,304,0.0,0.0,0.0,alpha,
iphone8-silver-select-2017_AV2,iphone8-silver-select-2017_AV2.png,1000,1000,284,578,358,211,0.0,0.0,0.0,alpha,
iphone8-gold-select-2017_AV2,iphone8-gold-select-2017_AV2.png,1000,1000,284,578,358,211,0.0,0.0,0.0,alpha,
iphone8-gold-select-2017_AV6,iphone8-gold-select-2017_AV6.png,4608,4608,3304,4000,652,304,0.0,0.0,0.0,alpha,
iphone8-red-select-2018_AV2,iphone8-red-select-2018_AV2.png,1000,1000,284,578,358,211,0.0,0.0,0.0,alpha,
iphone8-red-select-2018_AV3,iphone8-red-select-2018_AV3.png,1931,1931,1255,531,338,700,0.0,0.0,0.0,alpha,
iphone8-plus-spgray-select-2017_AV6,iphone8-plus-spgray-select-2017_AV6.png,4608,4608,3304,4000,652,304,0.0,0.0,0.0,alpha,
iphone8-plus-gold-select-2017_AV6,iphone8-plus-gold-select-2017_AV6.png,4608,4608,3304,4000,652,304,0.0,0.0,0.0,alpha,
iphone8-plus-red-select-2018_AV3,iphone8-plus-red-select-2018_AV3.png,1931,1931,1255,531,338,700,0.0,0.0,0.0,alpha,
iphone-x-silver-select-2017_AV6,iphone-x-silver-select-2017_AV6.png,4608,4608,3324,4000,642,304,0.0,0.0,0.0,alpha,
iphone-x-gray-select-2017_AV6,iphone-x-gray-select-2017_AV6.png,4608,4608,3324,4000,642,304,0.0,0.0,0.0,alpha,
iphone-xr-white-select-201809_AV2,iphone-xr-white-select-201809_AV2.png,1005,1005,235,653,385,176,0.0,0.0,0.0,alpha,
iphone-xr-black-select-201809_AV2,iphone-xr-black-select-201809_AV2.png,1005,1005,235,653,385,176,0.0,0.0,0.0,alpha,
iphone-xr-blue-select-201809_AV2,iphone-xr-blue-select-201809_AV2.png,1005,1005,235,653,385,176,0.0,0.0,0.0,alpha,
iphone-xr-yellow-select-201809_AV2,iphone-xr-yellow-select-201809_AV2.png,1005,1005,235,653,385,176,0.0,0.0,0.0,alpha,
iphone-xr-coral-select-201809_AV2,iphone-xr-coral-select-201809_AV2.png,1005,1005,235,653,385,176,0.0,0.0,0.0,alpha,
iphone-xr-red-select-201809_AV2,iphone-xr-red-select-201809_AV2.png,1005,1005,235,653,385,176,0.0,0.0,0.0,alpha,
iphone-12-mini-green-select-2020_AV6,iphone-12-mini-green-select-2020_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-12-mini-purple-select-2021_AV6,iphone-12-mini-purple-select-2021_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-12-black-select-2020_AV6,iphone-12-black-select-2020_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-white-select-2020_AV6,iphone-12-white-select-2020_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-red-select-2020_AV6,iphone-12-red-select-2020_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-green-select-2020_AV6,iphone-12-green-select-2020_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-blue-select-2020_AV6,iphone-12-blue-select-2020_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-pro-silver-hero_AV6,iphone-12-pro-silver-hero_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-pro-graphite-hero_AV6,iphone-12-pro-graphite-hero_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-12-pro-blue-hero_AV6,iphone-12-pro-blue-hero_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-13-midnight-select-2021_AV6,iphone-13-midnight-select-2021_AV6.png,4608,4608,3998,3756,305,426,0.0,0.0,0.0,alpha,
iphone-se-midnight-select-202203_AV6,iphone-se-midnight-select-202203_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-se-starlight-select-202203_AV6,iphone-se-starlight-select-202203_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-se-red-select-202203_AV6,iphone-se-red-select-202203_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-blue-select-202209_AV6,iphone-14-blue-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-purple-select-202209_AV6,iphone-14-purple-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-midnight-select-202209_AV6,iphone-14-midnight-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-starlight-select-202209_AV6,iphone-14-starlight-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-red-select-202209_AV6,iphone-14-red-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-yellow-select-202303_AV6,iphone-14-yellow-select-202303_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-plus-blue-select-202209_AV6,iphone-14-plus-blue-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-plus-purple-select-202209_AV6,iphone-14-plus-purple-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-plus-midnight-select-202209_AV6,iphone-14-plus-midnight-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-plus-starlight-select-202209_AV6,iphone-14-plus-starlight-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-plus-red-select-202209_AV6,iphone-14-plus-red-select-202209_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-plus-yellow-select-202303_AV6,iphone-14-plus-yellow-select-202303_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-14-pro-spaceblack-select_AV2,iphone-14-pro-spaceblack-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-silver-select_AV2,iphone-14-pro-silver-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-gold-select_AV2,iphone-14-pro-gold-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-deeppurple-select_AV2,iphone-14-pro-deeppurple-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-max-spaceblack-select_AV2,iphone-14-pro-max-spaceblack-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-max-silver-select_AV2,iphone-14-pro-max-silver-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-max-gold-select_AV2,iphone-14-pro-max-gold-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-14-pro-max-deeppurple-select_AV2,iphone-14-pro-max-deeppurple-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-black-select-202309_AV2,iphone-15-black-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-black-select-202309_AV6,iphone-15-black-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-blue-select-202309_AV2,iphone-15-blue-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-blue-select-202309_AV6,iphone-15-blue-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-green-select-202309_AV2,iphone-15-green-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-green-select-202309_AV6,iphone-15-green-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-yellow-select-202309_AV2,iphone-15-yellow-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-yellow-select-202309_AV6,iphone-15-yellow-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-pink-select-202309_AV2,iphone-15-pink-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-pink-select-202309_AV6,iphone-15-pink-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-plus-black-select-202309,iphone-15-plus-black-select-202309.png,4608,4608,2486,3326,1061,641,0.0,0.0,0.0,alpha,
iphone-15-plus-black-select-202309_AV2,iphone-15-plus-black-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-plus-black-select-202309_AV6,iphone-15-plus-black-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-plus-blue-select-202309,iphone-15-plus-blue-select-202309.png,4608,4608,2486,3326,1061,641,0.0,0.0,0.0,alpha,
iphone-15-plus-blue-select-202309_AV2,iphone-15-plus-blue-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-plus-blue-select-202309_AV6,iphone-15-plus-blue-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-plus-green-select-202309,iphone-15-plus-green-select-202309.png,4608,4608,2486,3326,1061,641,0.0,0.0,0.0,alpha,
iphone-15-plus-green-select-202309_AV2,iphone-15-plus-green-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-plus-green-select-202309_AV6,iphone-15-plus-green-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-plus-yellow-select-202309,iphone-15-plus-yellow-select-202309.png,4608,4608,2486,3326,1061,641,0.0,0.0,0.0,alpha,
iphone-15-plus-yellow-select-202309_AV2,iphone-15-plus-yellow-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-plus-yellow-select-202309_AV6,iphone-15-plus-yellow-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-plus-pink-select-202309,iphone-15-plus-pink-select-202309.png,4608,4608,2486,3326,1061,641,0.0,0.0,0.0,alpha,
iphone-15-plus-pink-select-202309_AV2,iphone-15-plus-pink-select-202309_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-15-plus-pink-select-202309_AV6,iphone-15-plus-pink-select-202309_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-15-pro-blacktitanium-select_AV2,iphone-15-pro-blacktitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-pro-blacktitanium-select_AV3,iphone-15-pro-blacktitanium-select_AV3.png,1915,1915,1245,517,335,699,0.0,0.0,0.0,alpha,
iphone-15-pro-whitetitanium-select_AV2,iphone-15-pro-whitetitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-pro-whitetitanium-select_AV3,iphone-15-pro-whitetitanium-select_AV3.png,1915,1915,1245,517,335,699,0.0,0.0,0.0,alpha,
iphone-15-pro-bluetitanium-select_AV2,iphone-15-pro-bluetitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-pro-bluetitanium-select_AV3,iphone-15-pro-bluetitanium-select_AV3.png,1915,1915,1245,517,335,699,0.0,0.0,0.0,alpha,
iphone-15-pro-naturaltitanium-select_AV2,iphone-15-pro-naturaltitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-pro-naturaltitanium-select_AV3,iphone-15-pro-naturaltitanium-select_AV3.png,1915,1915,1245,517,335,699,0.0,0.0,0.0,alpha,
iphone-15-pro-max-blacktitanium-select_AV2,iphone-15-pro-max-blacktitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-pro-max-whitetitanium-select_AV2,iphone-15-pro-max-whitetitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-15-pro-max-bluetitanium-select_AV2,iphone-15-pro-max-bluetitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
